unit_id,root,path,file_count,row_count,partition_status,scan_statuses
results/mps_qwen25_7b_historical_clean6_discovery_20260427,results,results/mps_qwen25_7b_historical_clean6_discovery_20260427,12,12,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/no_source_candidate_surface_20260427,results,results/no_source_candidate_surface_20260427,6,6,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/noharm_source_predicate_pruning_20260427,results,results/noharm_source_predicate_pruning_20260427,5,5,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/overnight_control_suite,results,results/overnight_control_suite,1,1,no_named_partition_detected,['large_json_file_level']
results/overnight_rotalign_20260413,results,results/overnight_rotalign_20260413,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_jsonl_file_level']"
results/process_repair_holdout_20260421,results,results/process_repair_holdout_20260421,26,26,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/process_repair_holdout_smoke_20260421,results,results/process_repair_holdout_smoke_20260421,10,10,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/process_repair_source_controls_20260426,results,results/process_repair_source_controls_20260426,21,21,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/prompt_control_20260419,results,results/prompt_control_20260419,5,5,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qk_bank_transport_20260419,results,results/qk_bank_transport_20260419,2,2,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qk_fidelity_budget_20260419,results,results/qk_fidelity_budget_20260419,4,4,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qk_fidelity_gate_20260419,results,results/qk_fidelity_gate_20260419,2,2,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qk_template_transport_20260419,results,results/qk_template_transport_20260419,2,2,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qk_tokenwise_gate_20260419,results,results/qk_tokenwise_gate_20260419,2,2,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/query_pool_toy_20260421,results,results/query_pool_toy_20260421,54,54,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/query_pool_transport_20260420,results,results/query_pool_transport_20260420,4,4,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25_7b_qwen3_svamp70_surface_scout_20260427,results,results/qwen25_7b_qwen3_svamp70_surface_scout_20260427,10,10,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25_7b_svamp70_clean7_target_brief_s8_20260427,results,results/qwen25_7b_svamp70_clean7_target_brief_s8_20260427,5,5,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math7b_disagreement12_surface_scout_20260427,results,results/qwen25math7b_disagreement12_surface_scout_20260427,10,10,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math7b_qwen3_svamp70_surface_scout_20260427,results,results/qwen25math7b_qwen3_svamp70_surface_scout_20260427,10,10,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math7b_svamp70_target_sampling_clean3_20260427,results,results/qwen25math7b_svamp70_target_sampling_clean3_20260427,16,16,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_gsm70_source_surface_20260426,results,results/qwen25math_qwen3_gsm70_source_surface_20260426,9,9,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_svamp70_holdout_source_surface_20260426,results,results/qwen25math_qwen3_svamp70_holdout_source_surface_20260426,26,26,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_svamp70_source_surface_20260426,results,results/qwen25math_qwen3_svamp70_source_surface_20260426,35,35,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_svamp70_surface_scout_chal171_240_20260426,results,results/qwen25math_qwen3_svamp70_surface_scout_chal171_240_20260426,11,11,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_svamp70_surface_scout_chal241_310_20260426,results,results/qwen25math_qwen3_svamp70_surface_scout_chal241_310_20260426,17,17,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_qwen3_svamp70_surface_scout_chal311_380_20260426,results,results/qwen25math_qwen3_svamp70_surface_scout_chal311_380_20260426,11,11,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp32_c2c_headroom_20260426,results,results/qwen25math_svamp32_c2c_headroom_20260426,4,4,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_perceiver_answer_likelihood_clean6_cpu_20260426,results,results/qwen25math_svamp32_perceiver_answer_likelihood_clean6_cpu_20260426,12,12,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp32_perceiver_answer_likelihood_cpu_smoke_20260426,results,results/qwen25math_svamp32_perceiver_answer_likelihood_cpu_smoke_20260426,12,12,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp32_perceiver_c2c_residual_20260426,results,results/qwen25math_svamp32_perceiver_c2c_residual_20260426,3,3,prior_eval_rows_present_no_clean_confirm,['large_json_file_level']
results/qwen25math_svamp32_source_contrastive_sidecar_20260426,results,results/qwen25math_svamp32_source_contrastive_sidecar_20260426,3,3,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_cross_attention_contrastive_20260426,results,results/qwen25math_svamp32_source_cross_attention_contrastive_20260426,1,1,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_cross_attention_logprob_20260426,results,results/qwen25math_svamp32_source_cross_attention_logprob_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_latent_probe_20260426,results,results/qwen25math_svamp32_source_latent_probe_20260426,3,3,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_only_sidecar_20260426,results,results/qwen25math_svamp32_source_only_sidecar_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_soft_prefix_logprob_20260426,results,results/qwen25math_svamp32_source_soft_prefix_logprob_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_source_token_qbottleneck_20260426,results,results/qwen25math_svamp32_source_token_qbottleneck_20260426,1,1,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_target_ce_generation_gate_20260426,results,results/qwen25math_svamp32_target_ce_generation_gate_20260426,2,2,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp32_target_query_source_bottleneck_20260426,results,results/qwen25math_svamp32_target_query_source_bottleneck_20260426,1,1,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_token_layer_c2c_residual_20260426,results,results/qwen25math_svamp32_token_layer_c2c_residual_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp32_token_span_dictionary_20260426,results,results/qwen25math_svamp32_token_span_dictionary_20260426,1,1,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp70_source_cross_attention_logprob_20260426,results,results/qwen25math_svamp70_source_cross_attention_logprob_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen25math_svamp70_source_generation_diagnostics_20260426,results,results/qwen25math_svamp70_source_generation_diagnostics_20260426,4,4,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results,results/qwen25math_svamp70_source_likelihood_sketch_20260427,21,21,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen25math_svamp70_source_trace_router_20260426,results,results/qwen25math_svamp70_source_trace_router_20260426,2,2,no_named_partition_detected,['large_json_file_level']
results/qwen3_condition_likelihood_receiver_20260427,results,results/qwen3_condition_likelihood_receiver_20260427,38,38,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/qwen3_target_likelihood_receiver_20260427,results,results/qwen3_target_likelihood_receiver_20260427,1,1,no_named_partition_detected,['large_jsonl_file_level']
results/retrieval_head_routing_20260418,results,results/retrieval_head_routing_20260418,6,6,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/ridgecorr_gsm70_20260419,results,results/ridgecorr_gsm70_20260419,2,2,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/sinkhorn_gsm70_20260419,results,results/sinkhorn_gsm70_20260419,2,2,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_contrastive_target_sets_20260426,results,results/source_contrastive_target_sets_20260426,1,1,no_named_partition_detected,['large_json_file_level']
results/source_headroom_surface_scan_20260426,results,results/source_headroom_surface_scan_20260426,4,4,no_named_partition_detected,['large_json_file_level']
results/source_headroom_surfaces_20260423,results,results/source_headroom_surfaces_20260423,2,2,no_named_partition_detected,['large_json_file_level']
results/source_only_sidecar_hash_controls_20260427,results,results/source_only_sidecar_hash_controls_20260427,4,4,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_only_sidecar_holdout_replay_20260427,results,results/source_only_sidecar_holdout_replay_20260427,2,2,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,9,9,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_anti_lookup_label_blind_20260429,results,results/source_private_anti_lookup_label_blind_20260429,15,15,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_anti_lookup_label_blind_20260430,results,results/source_private_anti_lookup_label_blind_20260430,9,9,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_int8_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_int8_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_none_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_none_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_sign16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_consistency_repair_hidden_public_innovation_sign16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_int8_n16,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_int8_n16,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_none_n16,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_none_n16,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_sign16_n16,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_equivariant_set_delta_accept_hidden_public_innovation_sign16_n16,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_float16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_float16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_int8_pairwise16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_int8_pairwise16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_none_pairwise16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_none_pairwise16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_none_pointwise16_n16,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_none_pointwise16_n16,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_sign16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_sign16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_sign64_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_public_innovation_sign64_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_score_public_innovation_sign16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_hidden_score_public_innovation_sign16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_int8_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_int8_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_none_all_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_none_all_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_none_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_none_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_sign16_all_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_sign16_all_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_sign16_n8,results,results/source_private_arc_candidate_alignment_receiver_preflight_20260502_arc_residual_hidden_public_innovation_sign16_n8,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_local_source_evidence_repair_preflight_20260505_n32_qwen05_to_qwen3,results,results/source_private_arc_candidate_local_source_evidence_repair_preflight_20260505_n32_qwen05_to_qwen3,3,3,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_candidate_local_source_evidence_repair_preflight_20260505_n32_qwen05_to_qwen3_no_public_innovation,results,results/source_private_arc_candidate_local_source_evidence_repair_preflight_20260505_n32_qwen05_to_qwen3_no_public_innovation,3,3,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top1q4,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top1q4,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_candidate_aligned_noop_w005_emphasis,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_candidate_aligned_noop_w005_emphasis,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_decoder,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_decoder,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w01_decoder,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w01_decoder,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w01_zsub_decoder,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w01_zsub_decoder,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w025_decoder,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_corruption_noop_w025_decoder,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_event_triggered,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_event_triggered,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_event_triggered_no_zsub,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_event_triggered_no_zsub,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_integrity_candidate_atom_w01,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_integrity_candidate_atom_w01,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_packet_innovation,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_packet_innovation,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_zsub,results,results/source_private_arc_challenge_behavior_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_zsub,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4,results,results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_corrected_prompt,results,results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_corrected_prompt,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_corrected_prompt_w1,results,results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_corrected_prompt_w1,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_w1,results,results/source_private_arc_challenge_behavior_residual_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n8_top2q4_w1,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_bridge_contract_20260501,results,results/source_private_arc_challenge_bridge_contract_20260501,5,5,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_candidate_syndrome_connector_gate_20260502,results,results/source_private_arc_challenge_candidate_syndrome_connector_gate_20260502,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_confidence_ecoc_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n16_2b,results,results/source_private_arc_challenge_confidence_ecoc_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n16_2b,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_confidence_ecoc_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n16_2b_uncertainty,results,results/source_private_arc_challenge_confidence_ecoc_packet_gate_20260504_tinyllama_to_qwen3_disagreement_n16_2b_uncertainty,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_bge_validation,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_bge_validation,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_hashed_validation,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_hashed_validation,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_bge_test,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_bge_test,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_bge_validation,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_bge_validation,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_hashed_test,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_hashed_test,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_hashed_validation,results,results/source_private_arc_challenge_fixed_packet_gate_20260501_qwen05_hashed_validation,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fourier_anchor_syndrome_cross_family_phi3_gate_20260502_budget8_10seed_b2000,results,results/source_private_arc_challenge_fourier_anchor_syndrome_cross_family_phi3_gate_20260502_budget8_10seed_b2000,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502,results,results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8,results,results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8_10seed,results,results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8_10seed,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8_10seed_b2000,results,results/source_private_arc_challenge_fourier_anchor_syndrome_gate_20260502_budget8_10seed_b2000,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_hidden_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4,results,results/source_private_arc_challenge_hidden_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_hidden_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_ridge100,results,results/source_private_arc_challenge_hidden_atom_decoder_gate_20260504_tinyllama_to_qwen3_disagreement_n16_rank8_top2q4_ridge100,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_arc_challenge_hidden_query_common_basis_gate_20260502_qwen15_disagreement_n32_n64_budget8,results,results/source_private_arc_challenge_hidden_query_common_basis_gate_20260502_qwen15_disagreement_n32_n64_budget8,8,8,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_arc_challenge_hidden_query_common_basis_gate_20260502_tinyllama_disagreement,results,results/source_private_arc_challenge_hidden_query_common_basis_gate_20260502_tinyllama_disagreement,8,8,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
