unit_id,root,path,file_count,row_count,partition_status,scan_statuses
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_inverse_relative_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_inverse_relative_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_inverse_relative_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_inverse_relative_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_procrustes_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_procrustes_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_relative_anchor_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_relative_anchor_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_relative_anchor_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_relative_anchor_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_residual_no_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_residual_no_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_ridge_cca_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_ridge_cca_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_ridge_cca_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_ridge_cca_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_sinkhorn_ot_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_sinkhorn_ot_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_sinkhorn_ot_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed53_n512_sinkhorn_ot_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_global_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_global_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_gromov_wasserstein_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_gromov_wasserstein_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_gromov_wasserstein_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_gromov_wasserstein_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_inverse_relative_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_inverse_relative_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_inverse_relative_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_inverse_relative_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_procrustes_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_procrustes_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_relative_anchor_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_relative_anchor_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_relative_anchor_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_relative_anchor_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_residual_no_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_residual_no_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_ridge_cca_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_ridge_cca_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_ridge_cca_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_ridge_cca_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_sinkhorn_ot_dot_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_sinkhorn_ot_dot_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_sinkhorn_ot_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260430_seed59_n512_sinkhorn_ot_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed47_n512_relative_anchor_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed47_n512_relative_anchor_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed47_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed47_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed53_n512_relative_anchor_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed53_n512_relative_anchor_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed53_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed53_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed59_n512_relative_anchor_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed59_n512_relative_anchor_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_ablation_20260501_seed59_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,results,results/source_private_candidate_local_residual_ablation_20260501_seed59_n512_relative_anchor_rank_innovation_residual_norm_evaldisjoint,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430,results,results/source_private_candidate_local_residual_receiver_20260430,2,2,no_named_partition_detected,['large_json_file_level']
results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec015,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec015,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec045,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec045,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048_trainonly,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n128_minilm_teacher_norm_dec048_trainonly,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n256_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n256_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed47_n512_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed47_n512_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed53_n256_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed53_n256_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed53_n256_minilm_teacher_norm_dec048_evaldisjoint_budget6_10,results,results/source_private_candidate_local_residual_receiver_20260430_seed53_n256_minilm_teacher_norm_dec048_evaldisjoint_budget6_10,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed53_n512_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed53_n512_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed59_n256_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed59_n256_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_receiver_20260430_seed59_n512_minilm_teacher_norm_dec048_evaldisjoint,results,results/source_private_candidate_local_residual_receiver_20260430_seed59_n512_minilm_teacher_norm_dec048_evaldisjoint,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_candidate_local_residual_systems_waterfall_20260430,results,results/source_private_candidate_local_residual_systems_waterfall_20260430,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_candidate_local_systems_boundary_trace_20260430,results,results/source_private_candidate_local_systems_boundary_trace_20260430,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_candidate_local_threshold_frontier_20260501,results,results/source_private_candidate_local_threshold_frontier_20260501,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_codebook_remap_gate_20260428,results,results/source_private_codebook_remap_gate_20260428,2,2,prior_eval_rows_present_no_clean_confirm,['large_json_file_level']
results/source_private_coded_label_risk_gate_20260429,results,results/source_private_coded_label_risk_gate_20260429,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_colm_acceptance_baselines_20260502,results,results/source_private_colm_acceptance_baselines_20260502,14,14,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_colm_acceptance_baselines_20260505_obqa20,results,results/source_private_colm_acceptance_baselines_20260505_obqa20,20,20,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_commonsenseqa_bridge_contract_20260501,results,results/source_private_commonsenseqa_bridge_contract_20260501,4,4,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_commonsenseqa_fixed_packet_gate_20260501_qwen05_hashed_validation_12b,results,results/source_private_commonsenseqa_fixed_packet_gate_20260501_qwen05_hashed_validation_12b,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_commonsenseqa_score_fusion_packet_probe_20260501_qwen05_qwen3_validation,results,results/source_private_commonsenseqa_score_fusion_packet_probe_20260501_qwen05_qwen3_validation,2,2,named_dev_gate_no_confirm,['large_json_file_level']
results/source_private_commonsenseqa_score_packet_headroom_20260501_qwen05_validation,results,results/source_private_commonsenseqa_score_packet_headroom_20260501_qwen05_validation,2,2,named_dev_gate_no_confirm,['large_json_file_level']
results/source_private_commonsenseqa_score_packet_headroom_20260501_qwen05_validation_rankbin,results,results/source_private_commonsenseqa_score_packet_headroom_20260501_qwen05_validation_rankbin,1,1,named_dev_gate_no_confirm,['large_json_file_level']
results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_1b,results,results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_1b,1,1,prior_eval_rows_present_no_clean_confirm,['large_jsonl_file_level']
results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_2b,results,results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_2b,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_2b_gap001,results,results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_2b_gap001,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_3b,results,results/source_private_commonsenseqa_seed_stability_20260501_qwen05_hashed_validation_3b,4,4,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_basis_schema_grid_20260430,results,results/source_private_conditional_pq_basis_schema_grid_20260430,87,87,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_corruption_noop_receiver_gate_20260504,results,results/source_private_conditional_pq_corruption_noop_receiver_gate_20260504,18,18,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_iclr_colm_v2_status_20260504,results,results/source_private_conditional_pq_iclr_colm_v2_status_20260504,2,2,no_named_partition_detected,['large_json_file_level']
results/source_private_conditional_pq_innovation_gate_20260430,results,results/source_private_conditional_pq_innovation_gate_20260430,62,62,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_integrity_threshold_gate_20260504,results,results/source_private_conditional_pq_integrity_threshold_gate_20260504,4,4,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_packet_isa_waterfall_20260430,results,results/source_private_conditional_pq_packet_isa_waterfall_20260430,2,2,no_named_partition_detected,['large_json_file_level']
results/source_private_conditional_pq_public_svd_whiten_gate_20260504,results,results/source_private_conditional_pq_public_svd_whiten_gate_20260504,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_pq_public_zscore_gate_20260504,results,results/source_private_conditional_pq_public_zscore_gate_20260504,6,6,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_conditional_semantic_syndrome_gate_20260429,results,results/source_private_conditional_semantic_syndrome_gate_20260429,17,17,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_consistent_posterior_core_to_holdout_20260429,results,results/source_private_consistent_posterior_core_to_holdout_20260429,3,3,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_consistent_posterior_core_to_holdout_large_20260429,results,results/source_private_consistent_posterior_core_to_holdout_large_20260429,3,3,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_consistent_posterior_holdout_to_core_20260429,results,results/source_private_consistent_posterior_holdout_to_core_20260429,3,3,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_consistent_posterior_holdout_to_core_large_20260429,results,results/source_private_consistent_posterior_holdout_to_core_large_20260429,3,3,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_frozen_receiver_bge_budget2_smoke_20260430,results,results/source_private_contrastive_frozen_receiver_bge_budget2_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_frozen_receiver_bge_smoke_20260430,results,results/source_private_contrastive_frozen_receiver_bge_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_receiver_semantic_anchor_smoke_20260430,results,results/source_private_contrastive_receiver_semantic_anchor_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_ctrlneg,results,results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_ctrlneg,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_noneg,results,results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_noneg,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_noneg_threshold070,results,results/source_private_contrastive_semantic_anchor_small_gate_20260430_n128_noneg_threshold070,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_control_contrastive_frozen_receiver_bge_smoke_20260430,results,results/source_private_control_contrastive_frozen_receiver_bge_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_control_regularized_jepa_query_resampler_semantic_anchor_smoke_20260430,results,results/source_private_control_regularized_jepa_query_resampler_semantic_anchor_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_control_regularized_jepa_query_resampler_semantic_anchor_smoke_lowthreshold_20260430,results,results/source_private_control_regularized_jepa_query_resampler_semantic_anchor_smoke_lowthreshold_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_cpu_systems_frontier_20260429,results,results/source_private_cpu_systems_frontier_20260429,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_cross_benchmark_systems_comparator_20260501,results,results/source_private_cross_benchmark_systems_comparator_20260501,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_cross_benchmark_systems_comparator_20260502,results,results/source_private_cross_benchmark_systems_comparator_20260502,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_cross_family_negative_boundary_20260429,results,results/source_private_cross_family_negative_boundary_20260429,3,3,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_diag_only_public_ablation_20260430,results,results/source_private_diag_only_public_ablation_20260430,54,54,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_direct_low_rank_factor_bge_rank16_smoke_20260430,results,results/source_private_direct_low_rank_factor_bge_rank16_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_direct_low_rank_factor_bge_rank4_smoke_20260430,results,results/source_private_direct_low_rank_factor_bge_rank4_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_direct_low_rank_factor_bge_rank8_smoke_20260430,results,results/source_private_direct_low_rank_factor_bge_rank8_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_endpoint_uncertainty_20260429,results,results/source_private_endpoint_uncertainty_20260429,6,6,no_named_partition_detected,['large_json_file_level']
results/source_private_evidence_packet_gate_20260427,results,results/source_private_evidence_packet_gate_20260427,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_evidence_packet_llm_packet_20260428,results,results/source_private_evidence_packet_llm_packet_20260428,4,4,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_evidence_packet_strict_small_20260428,results,results/source_private_evidence_packet_strict_small_20260428,13,13,no_named_partition_detected,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_frozen_receiver_bge_midlast_smoke_20260430,results,results/source_private_frozen_receiver_bge_midlast_smoke_20260430,14,14,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_frozen_receiver_bge_smoke_20260430,results,results/source_private_frozen_receiver_bge_smoke_20260430,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_frozen_receiver_qwen3_0_6b_cpu_tiny_20260430,results,results/source_private_frozen_receiver_qwen3_0_6b_cpu_tiny_20260430,11,11,named_dev_gate_no_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_hardware_packet_frontier_20260430,results,results/source_private_hardware_packet_frontier_20260430,4,4,no_named_partition_detected,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed41_tinyllama_validation1024_2048,results,results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed41_tinyllama_validation1024_2048,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed59_tinyllama_validation1024_2048,results,results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed59_tinyllama_validation1024_2048,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed83_tinyllama_validation1024_2048,results,results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_seed83_tinyllama_validation1024_2048,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_tinyllama_validation1024_2048,results,results/source_private_hellaswag_anchor_relative_hidden_code_scout_20260502_tinyllama_validation1024_2048,3,3,prior_eval_rows_present_no_clean_confirm,"['large_json_file_level', 'large_jsonl_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation0_1024,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation0_1024,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation1024_2048,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation1024_2048,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation2048_3072,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation2048_3072,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation3072_4096,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation3072_4096,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation4096_5120,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260501_qwen05_train512_validation4096_5120,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_cosine_rbf,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_cosine_rbf,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_topk_cosine,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_topk_cosine,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_topk_rbf,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_gate_20260504_qwen05_train512_validation1024_2048_topk_rbf,7,7,named_dev_gate_no_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level', 'npz_file_level']"
results/source_private_hellaswag_anchor_relative_hidden_innovation_multi_slice_stress_20260501_qwen05_validation0_5120,results,results/source_private_hellaswag_anchor_relative_hidden_innovation_multi_slice_stress_20260501_qwen05_validation0_5120,3,3,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level']"
results/source_private_hellaswag_anchor_variant_scout_20260501_qwen05_validation4096_5120,results,results/source_private_hellaswag_anchor_variant_scout_20260501_qwen05_validation4096_5120,11,11,prior_eval_rows_present_no_clean_confirm,"['large_csv_file_level', 'large_json_file_level', 'large_jsonl_file_level']"
