cache_family,path,files_seen,rows_seen,rows_dev,rows_gate,rows_confirm,parse_status,parser,usable_for_methods,blocked_reason
results/qwen25math_svamp70_source_cross_attention_logprob_20260426,results/qwen25math_svamp70_source_cross_attention_logprob_20260426/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_generation_diagnostics_20260426,results/qwen25math_svamp70_source_generation_diagnostics_20260426/confidence_router.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_generation_diagnostics_20260426,results/qwen25math_svamp70_source_generation_diagnostics_20260426/holdout_source_diagnostics.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_generation_diagnostics_20260426,results/qwen25math_svamp70_source_generation_diagnostics_20260426/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_generation_diagnostics_20260426,results/qwen25math_svamp70_source_generation_diagnostics_20260426/source_diagnostics.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/holdout_normpred_answer_template_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/holdout_normpred_answer_template_sumlogprob_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/holdout_normpred_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/holdout_normpred_sumlogprob_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/live_normpred_answer_template_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/live_normpred_answer_template_sumlogprob_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/live_normpred_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/live_normpred_sumlogprob_sketch_cpu.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_answer_template_cpu_sketch_gate.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_answer_template_cpu_sketch_gate_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_answer_template_sumlogprob_cpu_sketch_gate.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_answer_template_sumlogprob_cpu_sketch_gate_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_cpu_sketch_gate.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_cpu_sketch_gate_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_sumlogprob_cpu_sketch_gate.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/normpred_sumlogprob_cpu_sketch_gate_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/source_trace_router_after_sketch_kill.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/svamp70_holdout_c2c_syndrome_bound_after_sketch_kill.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/svamp70_holdout_source_syndrome_bound_after_sketch_kill.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/svamp70_live_c2c_syndrome_bound_after_sketch_kill.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_likelihood_sketch_20260427,results/qwen25math_svamp70_source_likelihood_sketch_20260427/svamp70_live_source_syndrome_bound_after_sketch_kill.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_trace_router_20260426,results/qwen25math_svamp70_source_trace_router_20260426/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen25math_svamp70_source_trace_router_20260426,results/qwen25math_svamp70_source_trace_router_20260426/trace_router.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/label_shuffle/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/label_shuffle/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/label_shuffle/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/matched/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/matched/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/matched/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/shuffled_source/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/shuffled_source/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/shuffled_source/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/slots_only/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/slots_only/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/slots_only/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/target_only/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/target_only/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/target_only/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/zero_source/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/zero_source/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/holdout_candidates/zero_source/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/label_shuffle/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/label_shuffle/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/label_shuffle/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/matched/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/matched/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/matched/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/shuffled_source/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/shuffled_source/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/shuffled_source/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/slots_only/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/slots_only/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/slots_only/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/target_only/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/target_only/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/target_only/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/zero_source/source.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/zero_source/target.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_condition_likelihood_receiver_20260427,results/qwen3_condition_likelihood_receiver_20260427/live_candidates/zero_source/text.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/qwen3_target_likelihood_receiver_20260427,results/qwen3_target_likelihood_receiver_20260427/live_target_model_normpred_answer_template.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/deepseek70_retrieval_peak_budget.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/deepseek70_retrieval_peak_budget.jsonl.meta.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/gsm100_retrieval_peak_budget.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/gsm100_retrieval_peak_budget.jsonl.meta.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/svamp70_retrieval_peak_budget.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/retrieval_head_routing_20260418,results/retrieval_head_routing_20260418/predictions/svamp70_retrieval_peak_budget.jsonl.meta.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/ridgecorr_gsm70_20260419,results/ridgecorr_gsm70_20260419/qwen_gsm70_ridgecorr_headprior_g010_pos05.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/ridgecorr_gsm70_20260419,results/ridgecorr_gsm70_20260419/qwen_gsm70_ridgecorr_headprior_g010_pos05.jsonl.meta.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/sinkhorn_gsm70_20260419,results/sinkhorn_gsm70_20260419/qwen_gsm70_sinkhorn_g010_pos05.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/sinkhorn_gsm70_20260419,results/sinkhorn_gsm70_20260419/qwen_gsm70_sinkhorn_g010_pos05.jsonl.meta.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_contrastive_target_sets_20260426,results/source_contrastive_target_sets_20260426/svamp70_c2c_vs_process_repair_target_set.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surface_scan_20260426,results/source_headroom_surface_scan_20260426/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surface_scan_20260426,results/source_headroom_surface_scan_20260426/scan.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surface_scan_20260426,results/source_headroom_surface_scan_20260426/scan_after_query_memory_prune.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surface_scan_20260426,results/source_headroom_surface_scan_20260426/scan_with_chal311.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surfaces_20260423,results/source_headroom_surfaces_20260423/gsm70_c2c_live_headroom.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_headroom_surfaces_20260423,results/source_headroom_surfaces_20260423/headroom_surfaces.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_hash_controls_20260427,results/source_only_sidecar_hash_controls_20260427/holdout_shorter_guard_hash_controls.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_hash_controls_20260427,results/source_only_sidecar_hash_controls_20260427/holdout_shorter_guard_hash_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_hash_controls_20260427,results/source_only_sidecar_hash_controls_20260427/live_shorter_guard_hash_controls.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_hash_controls_20260427,results/source_only_sidecar_hash_controls_20260427/live_shorter_guard_hash_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_holdout_replay_20260427,results/source_only_sidecar_holdout_replay_20260427/holdout_shorter_guard_predictions.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_only_sidecar_holdout_replay_20260427,results/source_only_sidecar_holdout_replay_20260427/holdout_shorter_guard_sidecar.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/core_to_holdout_seed29/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/core_to_holdout_seed29/predictions_budget4.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/core_to_holdout_seed29/predictions_budget8.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/core_to_holdout_seed29/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/holdout_to_core_seed29/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/holdout_to_core_seed29/predictions_budget4.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/holdout_to_core_seed29/predictions_budget8.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/holdout_to_core_seed29/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anchor_relative_crosscoder_receiver_n256_20260430,results/source_private_anchor_relative_crosscoder_receiver_n256_20260430/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/anti_lookup_label_blind_summary.csv,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/anti_lookup_label_blind_summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n32_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n32_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n32_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n8_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n8_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/core_seed29_qwen3_n8_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n32_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n32_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n32_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n8_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n8_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/holdout_seed30_qwen3_n8_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260429,results/source_private_anti_lookup_label_blind_20260429/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/anti_lookup_label_blind_summary.csv,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/anti_lookup_label_blind_summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/core_seed29_qwen3_n160_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/core_seed29_qwen3_n160_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/core_seed29_qwen3_n160_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/holdout_seed30_qwen3_n160_label_blind/endpoint_proxy_rows.jsonl,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/holdout_seed30_qwen3_n160_label_blind/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/holdout_seed30_qwen3_n160_label_blind/summary.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
results/source_private_anti_lookup_label_blind_20260430,results/source_private_anti_lookup_label_blind_20260430/manifest.json,1,0,0,0,0,quarantined_unimplemented_parser,none,false,no row parser for this cache family in bounded pass
