experiment_id,model,method,baseline,trace_id,prompt_id,task,seed,L_bf16,L_static,L_method,recoverable_gap,no_gap_flag,recovery_unclipped,recovery_clipped_optional,tokens_generated,final_decode_position,notes
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0018152593644025217,0.0006273773848011199,0.0008026155822562497,-0.0011893337179100794,True,,,512,10000,perplexity_bf16=1.0018169079450654; perplexity_static=1.0006275742271553; perplexity_method=1.000802937764333
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.00015919685345250345,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.000159209525944
17_mpred,Granite/DeepSeek/Falcon,mpred_top5_alpha_0_95,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.000156503088130297,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0001565153353775
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0002521223530744243,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.000252154138586
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0068859821577071795,0.009913175766370852,0.012029104439884239,0.003052729014340505,False,-0.7007733153813511,0.0,512,10000,perplexity_bf16=1.0069097450451383; perplexity_static=1.0099624740594788; perplexity_method=1.012101745091819
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0068859821577071795,0.009913175766370852,0.012009401883279563,0.003052729014340505,False,-0.6942411943231641,0.0,512,10000,perplexity_bf16=1.0069097450451383; perplexity_static=1.0099624740594788; perplexity_method=1.0120818042963395
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0068859821577071795,0.009913175766370852,0.013369156873810129,0.003052729014340505,False,-1.1453520980473724,0.0,512,10000,perplexity_bf16=1.0069097450451383; perplexity_static=1.0099624740594788; perplexity_method=1.0134589236408238
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0068859821577071795,0.009913175766370852,0.01336039976981597,0.003052729014340505,False,-1.1424448873886348,0.0,512,10000,perplexity_bf16=1.0069097450451383; perplexity_static=1.0099624740594788; perplexity_method=1.013450048714495
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,1,opencompass_AIME2025_I_1,AIME-2025,,0.001471357250347305,0.0008247978826223523,0.0009358757027029263,-0.0006473021055775074,True,,,512,10000,perplexity_bf16=1.00147244022751; perplexity_static=1.0008251381219324; perplexity_method=1.000936313771017
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,1,opencompass_AIME2025_I_1,AIME-2025,,0.001471357250347305,0.0008247978826223523,0.0008604231987456856,-0.0006473021055775074,True,,,512,10000,perplexity_bf16=1.00147244022751; perplexity_static=1.0008251381219324; perplexity_method=1.0008607934689748
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,1,opencompass_AIME2025_I_1,AIME-2025,,0.001471357250347305,0.0008247978826223523,0.0006953866774503936,-0.0006473021055775074,True,,,512,10000,perplexity_bf16=1.00147244022751; perplexity_static=1.0008251381219324; perplexity_method=1.0006956285148196
