experiment_id,model,method,baseline,trace_id,prompt_id,task,seed,L_bf16,L_static,L_method,recoverable_gap,no_gap_flag,recovery_unclipped,recovery_clipped_optional,tokens_generated,final_decode_position,notes
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0018152593644025217,0.0006273773848011199,0.0008026155822562497,-0.0011893337179100794,True,,,512,10000,perplexity_bf16=1.0018169079450654; perplexity_static=1.0006275742271553; perplexity_method=1.000802937764333
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,6,opencompass_AIME2025_I_6,AIME-2025,,3.24848918841214e-05,1.4442438338146957e-05,1.5405948929986257e-05,-1.8042876893220594e-05,True,,,512,10000,perplexity_bf16=1.000032485419524; perplexity_static=1.0000144425426307; perplexity_method=1.0000154060676023
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.019272462401974444,0.010724353235221251,False,-0.7273570722179588,0.0,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.019459375130737
11_e3_paroquant_plus_m11b,Granite,paroquant_m11b_top10,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.007422248755670324,0.010724353235221251,False,0.3924785904446715,0.3924785904446715,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.007449861918945
11_e3_paroquant_plus_m11b,Granite,paroquant_random_top10,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.004782769363278927,0.010724353235221251,False,0.6401053517037971,0.6401053517037971,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.0047942250607083
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.005594814072788168,0.010724353235221251,False,0.5639917441607243,0.5639917441607243,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.0056104942740072
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.1797075155621144,0.15653844809851214,False,0.24072595270878616,0.24072595270878616,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1968672468786028
11_e3_paroquant_plus_m11b,Granite,paroquant_m11b_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.09451265350448171,0.15653844809851214,False,0.8651359763305162,0.8651359763305162,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.0991230708037019
11_e3_paroquant_plus_m11b,Granite,paroquant_random_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.09262859819302278,0.15653844809851214,False,0.878352276543877,0.878352276543877,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.0970542116786983
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.10489620191173485,0.15653844809851214,False,0.7918488316283542,0.7918488316283542,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1105953267009494
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.00048437916094787314,0.0007550975899679457,False,0.49489073844630693,0.49489073844630693,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.000484496491477
11_e3_paroquant_plus_m11b,Granite,paroquant_m11b_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,9.935187436391213e-05,0.0007550975899679457,False,1.004943593426988,1.0,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0000993568099248
11_e3_paroquant_plus_m11b,Granite,paroquant_random_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,6.659370810790932e-05,0.0007550975899679457,False,1.0483298852677747,1.0,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0000665959255182
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.00010023829999639133,0.0007550975899679457,False,1.003769554323054,1.0,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0001002433240227
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.09884632984759874,0.13306293354753373,False,0.3764044722712442,0.3764044722712442,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1038966505576955
11_e3_paroquant_plus_m11b,Granite,paroquant_m11b_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.059699571252918415,0.13306293354753373,False,0.6948933345805925,0.6948933345805925,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.061517588236597
11_e3_paroquant_plus_m11b,Granite,paroquant_random_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.056852829182745396,0.13306293354753373,False,0.7175710971788718,0.7175710971788718,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.0585000186189755
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.05708740362405944,0.13306293354753373,False,0.7157048661540011,0.7157048661540011,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.0587483447938222
11_e3_paroquant_plus_m11b,Granite,m11b_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.00041700434936575714,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0004170913077663
11_e3_paroquant_plus_m11b,Granite,paroquant_m11b_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0009018233129961528,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0009022300779076
11_e3_paroquant_plus_m11b,Granite,paroquant_random_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0010647201815853075,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0010652871973378
11_e3_paroquant_plus_m11b,Granite,paroquant_w4a16,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.000550179484302582,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0005503308607953
