module,shape,row_count,in_features,relative_residual_energy,top128_residual_energy_fraction,residual_norm_sq_total,fp_norm_sq_total
model.layers.29.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010148282923046866,0.03194737822805356,2986.532775697117,294289.4673260111
model.layers.29.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010137689564605219,0.1702308881075753,1505.0933153317144,148465.12173608126
model.layers.29.block_sparse_moe.router.layer,72x4096,72,4096,0.008301274494098981,0.1189695655639913,0.21531489911454837,25.937571305178075
model.layers.29.shared_mlp.input_linear,3072x4096,3072,4096,0.010324705195855953,0.05988860301791905,35.401620240797484,3428.8262540422656
model.layers.29.shared_mlp.output_linear,4096x1536,4096,1536,0.010221790547381985,0.20865587740180178,14.673807710506882,1435.5418106532375
model.layers.29.mamba.in_proj,16768x4096,16768,4096,0.010285732952283378,0.034551538279272154,423.359807358164,41159.90657371485
model.layers.29.mamba.out_proj,4096x8192,4096,8192,0.010278746244597637,0.01906188383082722,187.84695466948114,18275.278929880267
model.layers.30.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.01014409948315908,0.03192283982012376,2977.6795066853565,293538.08207705454
model.layers.30.block_sparse_moe.output_linear,72x4096x768,294912,768,0.0101415090017532,0.17028768224522042,1519.8152936878796,149860.86325271157
model.layers.30.block_sparse_moe.router.layer,72x4096,72,4096,0.008254459092659905,0.11625386912879908,0.19516704344998903,23.643831928797976
model.layers.30.shared_mlp.input_linear,3072x4096,3072,4096,0.010269692018218797,0.06475452225370024,37.79558050291434,3680.30321024853
model.layers.30.shared_mlp.output_linear,4096x1536,4096,1536,0.010180573369845389,0.21095834062339358,16.09311644725375,1580.7671987239116
model.layers.30.mamba.in_proj,16768x4096,16768,4096,0.010246256014998562,0.03313266360267523,431.1121119227907,42075.0868699479
model.layers.30.mamba.out_proj,4096x8192,4096,8192,0.010262956748849956,0.01899209165165316,185.0497827885689,18030.845039788866
model.layers.31.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010132306653431197,0.03187395729729757,2980.030498515762,294111.7556392361
model.layers.31.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010137717830295137,0.17044105774712479,1525.8841104940984,150515.54363983276
model.layers.31.block_sparse_moe.router.layer,72x4096,72,4096,0.00827286828550636,0.11646267525863441,0.18213695007445002,22.016179127805596
model.layers.31.shared_mlp.input_linear,3072x4096,3072,4096,0.010240194606385792,0.06464852267200895,39.08228261690986,3816.556629943158
model.layers.31.shared_mlp.output_linear,4096x1536,4096,1536,0.010230564421272804,0.2032542751379635,16.986120125687588,1660.330694010166
model.layers.31.mamba.in_proj,16768x4096,16768,4096,0.010293786097421593,0.03305606365011887,433.5371778098246,42116.39660148153
model.layers.31.mamba.out_proj,4096x8192,4096,8192,0.010307941919636831,0.018810101224075403,186.422180163005,18085.295941362176
model.layers.32.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010133692401163834,0.031841297053727666,2968.738389881363,292957.22352302796
model.layers.32.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010133271990646883,0.17052800110266023,1528.6619154128616,150855.7074974236
model.layers.32.block_sparse_moe.router.layer,72x4096,72,4096,0.008345741941793196,0.1213755795540583,0.15981899248587914,19.14976446678147
model.layers.32.shared_mlp.input_linear,3072x4096,3072,4096,0.010200556887887966,0.0644275307854181,44.91012823540136,4402.713374279318
model.layers.32.shared_mlp.output_linear,4096x1536,4096,1536,0.010278489983771857,0.15807271624530225,20.908377957106573,2034.1877055985522
model.layers.32.mamba.in_proj,16768x4096,16768,4096,0.010256721277843307,0.033308864050354554,433.8674082668561,42300.78955193037
model.layers.32.mamba.out_proj,4096x8192,4096,8192,0.010274686197197612,0.018759089295345865,189.83486423416804,18475.97684160368
model.layers.33.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010131025297454273,0.03181712843382179,2961.1755290621463,292287.8427523255
model.layers.33.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010135875219644583,0.17060425106132762,1534.0186591915983,151345.4562087031
model.layers.33.block_sparse_moe.router.layer,72x4096,72,4096,0.008155650256263944,0.11724865238704958,0.14431416813367903,17.69499225679014
model.layers.33.shared_mlp.input_linear,3072x4096,3072,4096,0.010185562572530508,0.06084048344240641,47.98965886710546,4711.537386901829
model.layers.33.shared_mlp.output_linear,4096x1536,4096,1536,0.010256414910830876,0.14044799104144653,23.646837972765734,2305.565656065107
model.layers.33.mamba.in_proj,16768x4096,16768,4096,0.01023307207441188,0.032840787738815456,443.1322104207637,43303.927422619236
model.layers.33.mamba.out_proj,4096x8192,4096,8192,0.010274683514359147,0.019404072193071813,190.83734701351153,18573.549905144155
model.layers.34.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010133726901572238,0.03183679124100223,2974.740493138492,293548.5159637531
model.layers.34.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010131813432186006,0.1703550232012714,1547.565566012327,152743.19610901378
model.layers.34.block_sparse_moe.router.layer,72x4096,72,4096,0.008249594197073119,0.11671046259272817,0.13938427193603536,16.89589434417121
model.layers.34.shared_mlp.input_linear,3072x4096,3072,4096,0.010179412108917684,0.06122557802895685,49.068210796727236,4820.338372364449
model.layers.34.shared_mlp.output_linear,4096x1536,4096,1536,0.010223081932499906,0.1433258557497563,24.73032571749504,2419.067545460589
model.layers.34.mamba.in_proj,16768x4096,16768,4096,0.010278438692490635,0.03321725699742541,446.5282065696464,43443.19404228943
model.layers.34.mamba.out_proj,4096x8192,4096,8192,0.010292698299007131,0.01896834539697393,187.89731503503003,18255.399077728263
model.layers.35.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010131721100186973,0.03183077275012627,2999.290112193825,296029.67576145334
model.layers.35.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010141636564841374,0.17058661295825323,1556.071331396756,153433.94741547757
model.layers.35.block_sparse_moe.router.layer,72x4096,72,4096,0.008158023292231406,0.12499615252338744,0.09570136621057593,11.730950351871257
model.layers.35.shared_mlp.input_linear,3072x4096,3072,4096,0.010147803278410222,0.05872263746472151,46.649766159446756,4597.030990805235
model.layers.35.shared_mlp.output_linear,4096x1536,4096,1536,0.010263479398998411,0.1371812211821877,24.40941082644347,2378.27834767472
model.layers.35.self_attn.q_proj,4096x4096,4096,4096,0.010129639015773581,0.04427208425047178,103.38714009839588,10206.399254445732
model.layers.35.self_attn.k_proj,1024x4096,1024,4096,0.01013844373518712,0.05177874451262652,20.705926010868502,2042.3179880167618
model.layers.35.self_attn.v_proj,1024x4096,1024,4096,0.010123907964197081,0.079142199943553,29.31981706622483,2896.0967612421555
model.layers.35.self_attn.o_proj,4096x4096,4096,4096,0.010092502325543708,0.050645291344758966,102.53351430253598,10159.374850281469
model.layers.36.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010130958014571017,0.031818304569649146,2997.6396941031016,295889.06496223726
model.layers.36.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010136419647480964,0.17026617600955127,1555.089235939702,153416.0275542817
model.layers.36.block_sparse_moe.router.layer,72x4096,72,4096,0.008216750212428818,0.12456747824995063,0.10020564854582252,12.195289616355806
model.layers.36.shared_mlp.input_linear,3072x4096,3072,4096,0.010151738623632665,0.06267838700249781,44.7133896419048,4404.505602401405
model.layers.36.shared_mlp.output_linear,4096x1536,4096,1536,0.010210520871170612,0.1406095855172776,22.04924395939281,2159.463188763348
model.layers.36.mamba.in_proj,16768x4096,16768,4096,0.010256702039809495,0.0331364905750649,443.6686765288023,43256.4653635042
model.layers.36.mamba.out_proj,4096x8192,4096,8192,0.010307946602967945,0.02008495674769348,185.17158243460835,17963.964072271418
model.layers.37.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010140148485748582,0.03184104778207857,3024.8054670127894,298299.9185134208
model.layers.37.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010143883006182948,0.17078218749367371,1560.6646514338283,153852.78502153116
model.layers.37.block_sparse_moe.router.layer,72x4096,72,4096,0.00831787310475172,0.11906491626577173,0.07520654989374206,9.041560137624497
model.layers.37.shared_mlp.input_linear,3072x4096,3072,4096,0.010106243257617891,0.0570583703751485,42.29284213910785,4184.823288043093
model.layers.37.shared_mlp.output_linear,4096x1536,4096,1536,0.0102231023662901,0.147541699572971,20.946781544029946,2048.96525472545
model.layers.37.mamba.in_proj,16768x4096,16768,4096,0.010249916288171568,0.03357046213952071,445.34280842491955,43448.43371441447
model.layers.37.mamba.out_proj,4096x8192,4096,8192,0.010291991582710693,0.020901335093373354,182.1645079613839,17699.63631406368
model.layers.38.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010137824475434338,0.03184911497685533,3068.221088173288,302650.8394979718
model.layers.38.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010155013195232732,0.17137783191558614,1575.0657233989082,155102.2823031212
model.layers.38.block_sparse_moe.router.layer,72x4096,72,4096,0.008594499065227744,0.1190333102293355,0.06194671578367761,7.207716856274519
model.layers.38.shared_mlp.input_linear,3072x4096,3072,4096,0.010138988444633049,0.05417238262381302,37.454475168525185,3694.1037434904324
model.layers.38.shared_mlp.output_linear,4096x1536,4096,1536,0.010275380926522274,0.16809130009630632,18.30345655076558,1781.2922636786789
model.layers.38.mamba.in_proj,16768x4096,16768,4096,0.010234741552910792,0.03314506804399768,438.3024912553139,42824.9691493831
model.layers.38.mamba.out_proj,4096x8192,4096,8192,0.010284494228802307,0.022124189611829194,179.03397084937018,17408.145395033178
model.layers.39.block_sparse_moe.input_linear,72x1536x4096,110592,4096,0.010141982187955915,0.03253578004636388,3204.390653691149,315953.0942083999
model.layers.39.block_sparse_moe.output_linear,72x4096x768,294912,768,0.010240896670469787,0.17230698421224053,1615.1762702928256,157718.2469724823
model.layers.39.block_sparse_moe.router.layer,72x4096,72,4096,0.009229402394501342,0.1106417290549457,0.04885949969055204,5.293896354509514
model.layers.39.shared_mlp.input_linear,3072x4096,3072,4096,0.010160896765910475,0.043428770502479584,34.80200027892928,3425.0914147350672
model.layers.39.shared_mlp.output_linear,4096x1536,4096,1536,0.0106696387512095,0.21599946173282777,15.345267972834316,1438.2181375254895
model.layers.39.mamba.in_proj,16768x4096,16768,4096,0.010169388718883716,0.035491435989685,385.2506637355267,37883.36490866437
model.layers.39.mamba.out_proj,4096x8192,4096,8192,0.010267703058699536,0.024663049316938915,156.0080582597467,15194.056291642117
