row_id,contribution,method,surface,status,accuracy,target_accuracy,best_control_accuracy,matched_minus_target,matched_minus_best_control,mean_payload_bytes,mean_payload_tokens,p50_latency_ms,p95_latency_ms,valid_rate,ci95_low_vs_target,ci95_low_vs_comparator,comparator,note
endpoint_proxy_core_n32_audit,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n32 CPU audit prompt,pass,0.71875,0.25,0.28125,0.46875,0.4375,2.0,1.0,815.5375830101548,2005.4881250107428,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=audit; packet_minus_target=0.469; packet_strict=0.719; best_source_control=0.281; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=163.4ms; full_log_e2e_delta=225.8ms; best_verbose_relay=0.812
endpoint_proxy_holdout_n32_audit,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n32 CPU audit prompt,pass,0.84375,0.3125,0.3125,0.53125,0.53125,2.0,1.0,821.8182290074765,2031.8660420016386,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=audit; packet_minus_target=0.531; packet_strict=0.844; best_source_control=0.312; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=157.4ms; full_log_e2e_delta=179.6ms; best_verbose_relay=0.875
endpoint_proxy_core_n16_audit_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n16 CPU audit strict controls,fail,0.75,0.25,0.25,0.5,0.5,2.0,1.0,1067.0727495089523,1347.542749994318,0.75,,,matched-byte text / query-aware text / structured relay / full log,n=16; prompt_style=audit; packet_minus_target=0.500; packet_strict=0.062; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=278.2ms; full_log_e2e_delta=430.1ms; best_verbose_relay=0.812
endpoint_proxy_holdout_n16_audit_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n16 CPU audit strict controls,fail,0.875,0.25,0.1875,0.625,0.6875,2.0,1.0,838.0216459991061,1975.886125001125,0.875,,,matched-byte text / query-aware text / structured relay / full log,n=16; prompt_style=audit; packet_minus_target=0.625; packet_strict=0.250; best_source_control=0.188; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=227.1ms; full_log_e2e_delta=182.0ms; best_verbose_relay=0.875
endpoint_proxy_core_n32_audit_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n32 CPU audit strict controls,fail,0.71875,0.25,0.21875,0.46875,0.5,2.0,1.0,789.1281670017634,2118.148249996011,0.75,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=audit; packet_minus_target=0.469; packet_strict=0.156; best_source_control=0.219; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=159.2ms; full_log_e2e_delta=231.2ms; best_verbose_relay=0.812
endpoint_proxy_holdout_n32_audit_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n32 CPU audit strict controls,fail,0.84375,0.25,0.1875,0.59375,0.65625,2.0,1.0,735.950624999532,2067.1751250047237,0.84375,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=audit; packet_minus_target=0.594; packet_strict=0.219; best_source_control=0.188; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=185.8ms; full_log_e2e_delta=367.2ms; best_verbose_relay=0.875
endpoint_proxy_core_n64_audit_payload_gated_nearmiss,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n64 CPU audit payload-gated near miss,fail,0.75,0.25,0.203125,0.5,0.546875,2.0,1.0,905.6332295076572,2289.0795419953065,0.78125,,,matched-byte text / query-aware text / structured relay / full log,n=64; prompt_style=audit; packet_minus_target=0.500; packet_strict=0.172; best_source_control=0.203; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=260.2ms; full_log_e2e_delta=227.4ms; best_verbose_relay=0.891
endpoint_proxy_core_n16_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n16 CPU label-strict controls,pass,0.6875,0.25,0.25,0.4375,0.4375,2.0,1.0,2130.907375496463,2285.832333000144,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=16; prompt_style=label_strict; packet_minus_target=0.438; packet_strict=0.688; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=151.9ms; full_log_e2e_delta=202.5ms; best_verbose_relay=0.688
endpoint_proxy_holdout_n16_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n16 CPU label-strict controls,pass,0.625,0.25,0.25,0.375,0.375,2.0,1.0,2089.38825000223,2307.971957998234,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=16; prompt_style=label_strict; packet_minus_target=0.375; packet_strict=0.562; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=190.4ms; full_log_e2e_delta=352.8ms; best_verbose_relay=0.688
endpoint_proxy_core_n32_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n32 CPU label-strict controls,pass,0.6875,0.25,0.25,0.4375,0.4375,2.0,1.0,2101.8084794995957,2275.424000006751,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=label_strict; packet_minus_target=0.438; packet_strict=0.656; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=164.8ms; full_log_e2e_delta=232.3ms; best_verbose_relay=0.688
endpoint_proxy_holdout_n32_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n32 CPU label-strict controls,pass,0.65625,0.25,0.25,0.40625,0.40625,2.0,1.0,2131.368416492478,2293.4452920162585,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=32; prompt_style=label_strict; packet_minus_target=0.406; packet_strict=0.625; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=167.1ms; full_log_e2e_delta=335.5ms; best_verbose_relay=0.688
endpoint_proxy_core_n64_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n64 CPU label-strict controls,pass,0.703125,0.25,0.25,0.453125,0.453125,2.0,1.0,2275.7926040067105,3435.630417021457,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=64; prompt_style=label_strict; packet_minus_target=0.453; packet_strict=0.672; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=217.2ms; full_log_e2e_delta=294.2ms; best_verbose_relay=0.719
endpoint_proxy_holdout_n64_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n64 CPU label-strict controls,pass,0.671875,0.25,0.25,0.421875,0.421875,2.0,1.0,2071.1563329969067,2240.0030420103576,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=64; prompt_style=label_strict; packet_minus_target=0.422; packet_strict=0.656; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=192.7ms; full_log_e2e_delta=279.0ms; best_verbose_relay=0.719
endpoint_proxy_core_n160_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,core seed29 n160 CPU label-strict controls,pass,0.675,0.25,0.25,0.42500000000000004,0.42500000000000004,2.0,1.0,2126.4309785037767,2342.1588340133894,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=160; prompt_style=label_strict; packet_minus_target=0.425; packet_strict=0.662; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=183.2x; full_log_ttft_delta=164.3ms; full_log_e2e_delta=304.8ms; best_verbose_relay=0.713
endpoint_proxy_holdout_n160_label_strict_controls,Mac endpoint-proxy byte/TTFT frontier,Qwen3-0.6B packet vs text/log relay,holdout seed30 n160 CPU label-strict controls,pass,0.6875,0.25,0.25,0.4375,0.4375,2.0,1.0,2110.9167495014844,3136.622958991211,1.0,,,matched-byte text / query-aware text / structured relay / full log,n=160; prompt_style=label_strict; packet_minus_target=0.438; packet_strict=0.675; best_source_control=0.250; query_payload_compression=7.0x; full_log_payload_compression=186.8x; full_log_ttft_delta=183.5ms; full_log_e2e_delta=249.7ms; best_verbose_relay=0.719
endpoint_label_strict_n64_paired_uncertainty,endpoint paired uncertainty,label-strict endpoint paired bootstrap,core+holdout n64 label-strict,pass,0.6875,0.25,0.25,0.4375,0.4375,2.0,1.0,,,1.0,0.296875,0.296875,target / best source-destroying control / query-aware text,"bootstrap=5000; min_strict_vs_target_ci95_low=0.281; full_log_ttft_delta=192.7-217.2ms; query_text_delta_ci_range=[-0.109,0.078] and is a rate-quality comparator at 14 bytes vs 2-byte packet"
endpoint_core_label_strict_n160_paired_uncertainty,endpoint paired uncertainty,label-strict endpoint paired bootstrap,core n160 label-strict,pass,0.675,0.25,0.25,0.42500000000000004,0.42500000000000004,2.0,1.0,,,1.0,0.35,0.35,target / best source-destroying control / query-aware text,"bootstrap=5000; min_strict_vs_target_ci95_low=0.338; full_log_ttft_delta=164.3-164.3ms; query_text_delta_ci_range=[-0.069,0.031] and is a rate-quality comparator at 14 bytes vs 2-byte packet"
endpoint_label_strict_n160_paired_uncertainty,endpoint paired uncertainty,label-strict endpoint paired bootstrap,core+holdout n160 label-strict,pass,0.68125,0.25,0.25,0.43125,0.43125,2.0,1.0,,,1.0,0.35,0.35,target / best source-destroying control / query-aware text,"bootstrap=5000; min_strict_vs_target_ci95_low=0.338; full_log_ttft_delta=164.3-183.5ms; query_text_delta_ci_range=[-0.069,0.044] and is a rate-quality comparator at 14 bytes vs 2-byte packet"
