experiment_id,model,method,baseline,trace_id,prompt_id,task,seed,L_bf16,L_static,L_method,recoverable_gap,no_gap_flag,recovery_unclipped,recovery_clipped_optional,tokens_generated,final_decode_position,notes
05_m11b_granite,Granite,static_top10,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.015057208200130345,0.010724353235221251,False,-0.32749742861470765,0.0,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.015171139068226
05_m11b_granite,Granite,m11b_top1,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.20656747236297673,0.15653844809851214,False,0.03257620497158642,0.03257620497158642,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.2294506853614808
05_m11b_granite,Granite,m11b_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.1797075155621144,0.15653844809851214,False,0.24072595270878616,0.24072595270878616,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1968672468786028
05_m11b_granite,Granite,m11b_top5,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.19531906958601547,0.15653844809851214,False,0.12042598498579371,0.12042598498579371,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.2156988171322611
05_m11b_granite,Granite,static_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.18189753496105054,0.15653844809851214,False,0.2239630755035379,0.2239630755035379,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1994912816619783
05_m11b_granite,Granite,m11b_top1,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0003103878180128472,0.0007550975899679457,False,0.7254046488249863,0.7254046488249863,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.000310435993296
05_m11b_granite,Granite,m11b_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.00048437916094787314,0.0007550975899679457,False,0.49489073844630693,0.49489073844630693,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.000484496491477
05_m11b_granite,Granite,m11b_top5,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0003265108572931552,0.0007550975899679457,False,0.7040455891702454,0.7040455891702454,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0003265641677652
05_m11b_granite,Granite,static_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0004229611557815538,0.0007550975899679457,False,0.5762654850086053,0.5762654850086053,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0004230506164635
05_m11b_granite,Granite,m11b_top1,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.1294591014524327,0.13306293354753373,False,0.11851215171465768,0.11851215171465768,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1382125592703358
05_m11b_granite,Granite,m11b_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.09884632984759874,0.13306293354753373,False,0.3764044722712442,0.3764044722712442,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1038966505576955
05_m11b_granite,Granite,m11b_top5,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.1205333717563924,0.13306293354753373,False,0.19452259307894781,0.19452259307894781,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1280983869621606
05_m11b_granite,Granite,static_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.10955157994751767,0.13306293354753373,False,0.28711611579503327,0.28711611579503327,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.115777621202058
05_m11b_granite,Granite,m11b_top1,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0010130693965242077,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0010135827246562
05_m11b_granite,Granite,m11b_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.00041700434936575714,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0004170913077663
05_m11b_granite,Granite,m11b_top5,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0005775301107231318,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.000577696913347
05_m11b_granite,Granite,static_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0002521223530744243,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.000252154138586
