method_id,paper,split,status,source_path,matched_condition,matched_accuracy,best_baseline_condition,best_baseline_accuracy,delta_vs_best_baseline,ci95_low_vs_best_baseline,ci95_high_vs_best_baseline,paired_n,regime,n,median_recovery,cvar25_recovery,worst_recovery,no_gap_rows,total_rows,note
L_SCORECOMP_wz_bins_deployable,latentwire,dev,AMBIGUOUS,results/source_private_wyner_ziv_packet_gate_20260429/remap_107/predictions_budget6.jsonl,matched_learned_syndrome,0.3443708609271523,relative_canonical_score_source,0.5,-0.15562913907284767,-0.23178807947019867,-0.08278145695364239,302,,,,,,,,dev/gate row-filtered cache screen; no Mac PASSED status
L_SCORECOMP_wz_bins_deployable,latentwire,gate,KILLED,results/source_private_wyner_ziv_packet_gate_20260429/remap_107/predictions_budget6.jsonl,matched_learned_syndrome,0.3523809523809524,scalar_quantized_source,0.5142857142857142,-0.1619047619047619,-0.2857142857142857,-0.0380952380952381,105,,,,,,,,dev/gate row-filtered cache screen; no Mac PASSED status
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_deepseek_clip_tight_20260528T2318Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,8,0.5795422526313914,-1.6296955608623012,-3.523978005971099,1,9,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
C_A1_cvar_evt_clip_grid,channel_set,gate,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_deepseek_clip_tight_20260528T2318Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,1,-1.1158775567360468,-1.1158775567360468,-1.1158775567360468,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_deepseek_clip_tight_20260528T2318Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,10,,,,1,10,denominator audit only; cannot promote a method
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_falcon_clip_tight_20260528T2343Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,7,0.20355119248374565,-1.6102790408745657,-1.6102790408745657,0,7,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
C_A1_cvar_evt_clip_grid,channel_set,gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_falcon_clip_tight_20260528T2343Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,3,0.3930161643760297,0.2879068214176125,0.2879068214176125,0,3,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_falcon_clip_tight_20260528T2343Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,10,,,,0,10,denominator audit only; cannot promote a method
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_loose_confirmation_20260528T1735Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,3,0.6896096530086229,-79.78322111629217,-79.78322111629217,0,3,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_loose_confirmation_20260528T1735Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,3,,,,0,3,denominator audit only; cannot promote a method
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_confirmation_20260528T1735Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,1,5.939623575264381,5.939623575264381,5.939623575264381,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
C_A1_cvar_evt_clip_grid,channel_set,gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_confirmation_20260528T1735Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,2,0.810492832938113,0.6006560711988609,0.6006560711988609,0,2,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_confirmation_20260528T1735Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,3,,,,0,3,denominator audit only; cannot promote a method
